Cidade,Tipo de Cliente,Gênero,Linha de Produto,Preço Unitário,Quantidade,Imposto 5%,Total,Hora,Pagamento,Custo de Bens Vendidos,Percentual de Margem Bruta,Receita Bruta,Avaliação,Mês,Dia,Turno,Estação
Yangon,Ocasional,Feminino,Viagens e Esportes,93.18,2,9.318,195.678,18:41,Crédito,186.36,4.761904762,9.318,8.5,1,16,noite,Inverno
Yangon,Ocasional,Feminino,Acessórios Eletrônicos,50.23,4,10.046,210.966,17:12,Dinheiro,200.92,4.761904762,10.046,9.0,1,8,tarde,Inverno
Mandalay,Ocasional,Feminino,Saúde e Beleza,17.75,1,0.8875,18.6375,10:38,Dinheiro,17.75,4.761904762,0.8875,8.6,1,14,manhã,Inverno
Naypyitaw,Ocasional,Feminino,Acessórios de Moda,62.18,10,31.09,652.89,10:33,Carteira Eletrônica,621.8,4.761904762,31.09,6.0,1,31,manhã,Inverno
Mandalay,Ocasional,Masculino,Saúde e Beleza,10.75,8,4.3,90.3,14:38,Carteira Eletrônica,86.0,4.761904762,4.3,6.2,3,15,tarde,Primavera
Yangon,Ocasional,Feminino,Acessórios Eletrônicos,40.26,10,20.13,422.73,18:06,Crédito,402.6,4.761904762,20.13,5.0,2,24,noite,Inverno
Naypyitaw,Recorrente,Feminino,Viagens e Esportes,64.97,5,16.2425,341.0925,12:52,Crédito,324.85,4.761904762,16.2425,6.5,2,8,tarde,Inverno
Yangon,Ocasional,Masculino,Acessórios Eletrônicos,95.15,1,4.7575,99.9075,14:00,Dinheiro,95.15,4.761904762,4.7575,6.0,3,22,tarde,Primavera
Yangon,Recorrente,Feminino,Acessórios Eletrônicos,48.62,8,19.448,408.408,10:57,Dinheiro,388.96,4.761904762,19.448,5.0,1,24,manhã,Inverno
Mandalay,Ocasional,Feminino,Comidas e Bebidas,53.21,8,21.284,446.964,16:45,Carteira Eletrônica,425.68,4.761904762,21.284,5.0,3,14,tarde,Primavera
Naypyitaw,Ocasional,Feminino,Acessórios de Moda,45.44,7,15.904,333.984,11:15,Dinheiro,318.08,4.761904762,15.904,9.2,1,23,manhã,Inverno
Yangon,Ocasional,Masculino,Comidas e Bebidas,33.88,8,13.552,284.592,20:29,Carteira Eletrônica,271.04,4.761904762,13.552,9.6,1,19,noite,Inverno
Mandalay,Recorrente,Masculino,Saúde e Beleza,96.16,4,19.232,403.872,20:03,Crédito,384.64,4.761904762,19.232,8.4,1,27,noite,Inverno
Mandalay,Recorrente,Masculino,Comidas e Bebidas,47.16,5,11.79,247.59,14:35,Crédito,235.8,4.761904762,11.79,6.0,2,3,tarde,Inverno
Mandalay,Ocasional,Masculino,Acessórios Eletrônicos,52.89,4,10.578,222.138,16:32,Carteira Eletrônica,211.56,4.761904762,10.578,6.7,3,25,tarde,Primavera
Yangon,Recorrente,Feminino,Casa e Estilo de Vida,47.68,2,4.768,100.128,10:10,Crédito,95.36,4.761904762,4.768,4.1,2,24,manhã,Inverno
Naypyitaw,Recorrente,Masculino,Viagens e Esportes,10.17,1,0.5085,10.6785,14:15,Dinheiro,10.17,4.761904762,0.5085,5.9,2,7,tarde,Inverno
Yangon,Ocasional,Feminino,Saúde e Beleza,68.71,3,10.3065,216.4365,10:05,Dinheiro,206.13,4.761904762,10.3065,8.7,3,4,manhã,Primavera
Mandalay,Recorrente,Feminino,Viagens e Esportes,60.08,7,21.028,441.588,11:36,Crédito,420.56,4.761904762,21.028,4.5,2,14,manhã,Inverno
Yangon,Recorrente,Feminino,Viagens e Esportes,22.01,4,4.402,92.442,18:15,Crédito,88.04,4.761904762,4.402,6.6,1,29,noite,Inverno
Mandalay,Recorrente,Feminino,Saúde e Beleza,72.11,9,32.4495,681.4395,13:53,Crédito,648.99,4.761904762,32.4495,7.7,1,28,tarde,Inverno
Yangon,Recorrente,Masculino,Acessórios de Moda,41.28,3,6.192,130.032,18:37,Crédito,123.84,4.761904762,6.192,8.5,3,26,noite,Primavera
Naypyitaw,Ocasional,Masculino,Acessórios Eletrônicos,64.95,10,32.475,681.975,18:27,Dinheiro,649.5,4.761904762,32.475,5.2,3,24,noite,Primavera
Yangon,Recorrente,Feminino,Acessórios Eletrônicos,74.22,10,37.11,779.31,14:42,Crédito,742.2,4.761904762,37.11,4.3,1,1,tarde,Inverno
Yangon,Ocasional,Masculino,Acessórios Eletrônicos,10.56,8,4.224,88.704,17:43,Dinheiro,84.48,4.761904762,4.224,7.6,1,24,tarde,Inverno
Mandalay,Ocasional,Masculino,Saúde e Beleza,62.57,4,12.514,262.794,18:37,Dinheiro,250.28,4.761904762,12.514,9.5,2,25,noite,Inverno
Mandalay,Recorrente,Feminino,Viagens e Esportes,11.85,8,4.74,99.54,16:34,Dinheiro,94.8,4.761904762,4.74,4.1,1,9,tarde,Inverno
Yangon,Recorrente,Masculino,Saúde e Beleza,91.3,1,4.565,95.865,14:42,Carteira Eletrônica,91.3,4.761904762,4.565,9.2,2,14,tarde,Inverno
Mandalay,Recorrente,Feminino,Casa e Estilo de Vida,40.73,7,14.2555,299.3655,11:01,Carteira Eletrônica,285.11,4.761904762,14.2555,5.4,3,12,manhã,Primavera
Yangon,Ocasional,Masculino,Acessórios de Moda,52.38,1,2.619,54.999,19:44,Dinheiro,52.38,4.761904762,2.619,5.8,3,26,noite,Primavera
Yangon,Recorrente,Masculino,Acessórios de Moda,38.54,5,9.635,202.335,13:34,Carteira Eletrônica,192.7,4.761904762,9.635,5.6,1,9,tarde,Inverno
Mandalay,Ocasional,Masculino,Viagens e Esportes,44.63,6,13.389,281.169,20:08,Crédito,267.78,4.761904762,13.389,5.1,1,2,noite,Inverno
Naypyitaw,Ocasional,Masculino,Acessórios Eletrônicos,55.87,10,27.935,586.635,15:01,Dinheiro,558.7,4.761904762,27.935,5.8,1,15,tarde,Inverno
Naypyitaw,Recorrente,Feminino,Viagens e Esportes,29.22,6,8.766,184.086,11:40,Carteira Eletrônica,175.32,4.761904762,8.766,5.0,1,1,manhã,Inverno
Yangon,Ocasional,Masculino,Acessórios de Moda,51.94,3,7.791,163.611,15:21,Dinheiro,155.82,4.761904762,7.791,7.9,2,15,tarde,Inverno
Mandalay,Ocasional,Masculino,Acessórios Eletrônicos,60.3,1,3.015,63.315,17:38,Dinheiro,60.3,4.761904762,3.015,6.0,2,28,tarde,Inverno
Yangon,Recorrente,Feminino,Viagens e Esportes,39.47,2,3.947,82.887,16:16,Crédito,78.94,4.761904762,3.947,5.0,3,2,tarde,Primavera
Naypyitaw,Recorrente,Feminino,Comidas e Bebidas,14.87,2,1.487,31.227,18:15,Crédito,29.74,4.761904762,1.487,8.9,2,13,noite,Inverno
Yangon,Ocasional,Masculino,Acessórios de Moda,21.32,1,1.066,22.386,12:43,Dinheiro,21.32,4.761904762,1.066,5.9,1,26,tarde,Inverno
Yangon,Recorrente,Masculino,Acessórios Eletrônicos,93.78,3,14.067,295.407,11:32,Crédito,281.34,4.761904762,14.067,5.9,1,30,manhã,Inverno
Yangon,Recorrente,Masculino,Acessórios Eletrônicos,73.26,1,3.663,76.923,18:08,Carteira Eletrônica,73.26,4.761904762,3.663,9.7,1,27,noite,Inverno
Naypyitaw,Ocasional,Feminino,Viagens e Esportes,22.38,1,1.119,23.499,17:08,Crédito,22.38,4.761904762,1.119,8.6,1,30,tarde,Inverno
Naypyitaw,Recorrente,Feminino,Comidas e Bebidas,72.88,9,32.796,688.716,19:38,Dinheiro,655.92,4.761904762,32.796,4.0,1,8,noite,Inverno
Yangon,Ocasional,Feminino,Acessórios de Moda,99.1,6,29.73,624.33,13:11,Dinheiro,594.6,4.761904762,29.73,4.2,1,19,tarde,Inverno
Yangon,Ocasional,Masculino,Acessórios de Moda,74.1,1,3.705,77.805,11:05,Dinheiro,74.1,4.761904762,3.705,9.2,1,25,manhã,Inverno
Yangon,Ocasional,Feminino,Acessórios de Moda,98.48,2,9.848,206.808,10:12,Carteira Eletrônica,196.96,4.761904762,9.848,9.2,2,19,manhã,Inverno
Naypyitaw,Ocasional,Masculino,Saúde e Beleza,53.19,7,18.6165,390.9465,15:42,Carteira Eletrônica,372.33,4.761904762,18.6165,5.0,1,14,tarde,Inverno
Mandalay,Ocasional,Feminino,Acessórios Eletrônicos,52.79,10,26.395,554.295,11:58,Carteira Eletrônica,527.9,4.761904762,26.395,10.0,2,25,manhã,Inverno
Yangon,Recorrente,Feminino,Saúde e Beleza,95.95,5,23.9875,503.7375,14:21,Carteira Eletrônica,479.75,4.761904762,23.9875,8.8,1,23,tarde,Inverno
Mandalay,Ocasional,Feminino,Acessórios de Moda,36.51,9,16.4295,345.0195,10:52,Dinheiro,328.59,4.761904762,16.4295,4.2,2,16,manhã,Inverno
Mandalay,Ocasional,Masculino,Comidas e Bebidas,21.12,8,8.448,177.408,19:31,Dinheiro,168.96,4.761904762,8.448,6.3,1,1,noite,Inverno
Yangon,Recorrente,Feminino,Casa e Estilo de Vida,28.31,4,5.662,118.902,18:35,Dinheiro,113.24,4.761904762,5.662,8.2,3,7,noite,Primavera
Mandalay,Ocasional,Masculino,Saúde e Beleza,57.59,6,17.277,362.817,13:51,Dinheiro,345.54,4.761904762,17.277,5.1,2,15,tarde,Inverno
Yangon,Recorrente,Feminino,Comidas e Bebidas,47.63,9,21.4335,450.1035,12:35,Dinheiro,428.67,4.761904762,21.4335,5.0,1,23,tarde,Inverno
Naypyitaw,Recorrente,Feminino,Casa e Estilo de Vida,86.27,1,4.3135,90.5835,13:24,Carteira Eletrônica,86.27,4.761904762,4.3135,7.0,2,20,tarde,Inverno
Yangon,Recorrente,Masculino,Viagens e Esportes,12.76,2,1.276,26.796,18:06,Carteira Eletrônica,25.52,4.761904762,1.276,7.8,1,8,noite,Inverno
Mandalay,Ocasional,Feminino,Casa e Estilo de Vida,11.28,9,5.076,106.596,11:55,Crédito,101.52,4.761904762,5.076,4.3,3,17,manhã,Primavera
Mandalay,Ocasional,Feminino,Casa e Estilo de Vida,51.07,7,17.8745,375.3645,11:42,Dinheiro,357.49,4.761904762,17.8745,7.0,1,12,manhã,Inverno
Yangon,Recorrente,Feminino,Acessórios Eletrônicos,79.59,3,11.9385,250.7085,14:30,Dinheiro,238.77,4.761904762,11.9385,6.6,1,8,tarde,Inverno
Naypyitaw,Recorrente,Masculino,Saúde e Beleza,33.81,3,5.0715,106.5015,15:11,Carteira Eletrônica,101.43,4.761904762,5.0715,7.3,1,26,tarde,Inverno
Mandalay,Recorrente,Masculino,Viagens e Esportes,90.53,8,36.212,760.452,14:48,Crédito,724.24,4.761904762,36.212,6.5,3,15,tarde,Primavera
Naypyitaw,Recorrente,Feminino,Saúde e Beleza,62.82,2,6.282,131.922,12:36,Carteira Eletrônica,125.64,4.761904762,6.282,4.9,1,17,tarde,Inverno
Naypyitaw,Recorrente,Masculino,Comidas e Bebidas,24.31,3,3.6465,76.5765,19:09,Crédito,72.93,4.761904762,3.6465,4.3,1,8,noite,Inverno
Yangon,Ocasional,Masculino,Viagens e Esportes,64.59,4,12.918,271.278,13:35,Carteira Eletrônica,258.36,4.761904762,12.918,9.3,1,6,tarde,Inverno
Yangon,Recorrente,Masculino,Comidas e Bebidas,24.82,7,8.687,182.427,10:33,Crédito,173.74,4.761904762,8.687,7.1,2,16,manhã,Inverno
Naypyitaw,Ocasional,Masculino,Acessórios de Moda,56.5,1,2.825,59.325,15:45,Carteira Eletrônica,56.5,4.761904762,2.825,9.6,3,13,tarde,Primavera
Mandalay,Recorrente,Feminino,Acessórios Eletrônicos,21.43,10,10.715,225.015,11:51,Dinheiro,214.3,4.761904762,10.715,6.2,1,28,manhã,Inverno
Yangon,Recorrente,Masculino,Viagens e Esportes,89.06,6,26.718,561.078,17:26,Dinheiro,534.36,4.761904762,26.718,9.9,1,18,tarde,Inverno
Yangon,Recorrente,Masculino,Casa e Estilo de Vida,23.29,4,4.658,97.818,11:52,Crédito,93.16,4.761904762,4.658,5.9,3,19,manhã,Primavera
Naypyitaw,Ocasional,Masculino,Casa e Estilo de Vida,65.26,8,26.104,548.184,14:04,Carteira Eletrônica,522.08,4.761904762,26.104,6.3,3,15,tarde,Primavera
Naypyitaw,Recorrente,Masculino,Acessórios de Moda,52.35,1,2.6175,54.9675,17:49,Dinheiro,52.35,4.761904762,2.6175,4.0,2,12,tarde,Inverno
Mandalay,Recorrente,Masculino,Acessórios Eletrônicos,39.75,1,1.9875,41.7375,20:19,Dinheiro,39.75,4.761904762,1.9875,6.1,2,25,noite,Inverno
Yangon,Ocasional,Feminino,Acessórios Eletrônicos,90.02,8,36.008,756.168,16:08,Crédito,720.16,4.761904762,36.008,4.5,3,21,tarde,Primavera
Mandalay,Recorrente,Feminino,Acessórios Eletrônicos,12.1,8,4.84,101.64,10:17,Carteira Eletrônica,96.8,4.761904762,4.84,8.6,1,19,manhã,Inverno
Mandalay,Recorrente,Feminino,Comidas e Bebidas,33.21,10,16.605,348.705,14:25,Carteira Eletrônica,332.1,4.761904762,16.605,6.0,1,8,tarde,Inverno
Naypyitaw,Recorrente,Feminino,Acessórios de Moda,10.18,8,4.072,85.512,12:51,Crédito,81.44,4.761904762,4.072,9.5,3,30,tarde,Primavera
Mandalay,Recorrente,Masculino,Viagens e Esportes,31.99,10,15.995,335.895,15:18,Crédito,319.9,4.761904762,15.995,9.9,2,20,tarde,Inverno
Yangon,Recorrente,Feminino,Casa e Estilo de Vida,34.42,6,10.326,216.846,12:45,Carteira Eletrônica,206.52,4.761904762,10.326,7.5,3,30,tarde,Primavera
Yangon,Recorrente,Feminino,Comidas e Bebidas,83.34,2,8.334,175.014,13:37,Dinheiro,166.68,4.761904762,8.334,7.6,3,19,tarde,Primavera
Yangon,Ocasional,Masculino,Viagens e Esportes,45.58,7,15.953,335.013,10:03,Dinheiro,319.06,4.761904762,15.953,5.0,1,13,manhã,Inverno
Yangon,Recorrente,Masculino,Comidas e Bebidas,87.9,1,4.395,92.295,19:42,Carteira Eletrônica,87.9,4.761904762,4.395,6.7,2,5,noite,Inverno
Yangon,Recorrente,Feminino,Acessórios Eletrônicos,73.47,10,36.735,771.435,13:14,Carteira Eletrônica,734.7,4.761904762,36.735,9.5,3,23,tarde,Primavera
Naypyitaw,Ocasional,Feminino,Acessórios de Moda,12.19,8,4.876,102.396,12:47,Carteira Eletrônica,97.52,4.761904762,4.876,6.8,3,13,tarde,Primavera
Yangon,Recorrente,Masculino,Viagens e Esportes,76.92,10,38.46,807.66,19:53,Carteira Eletrônica,769.2,4.761904762,38.46,5.6,3,17,noite,Primavera
Naypyitaw,Ocasional,Feminino,Saúde e Beleza,83.66,5,20.915,439.215,10:26,Dinheiro,418.3,4.761904762,20.915,7.2,2,21,manhã,Inverno
Mandalay,Ocasional,Feminino,Acessórios Eletrônicos,57.91,8,23.164,486.444,15:06,Dinheiro,463.28,4.761904762,23.164,8.1,2,7,tarde,Inverno
Naypyitaw,Recorrente,Feminino,Acessórios de Moda,92.49,5,23.1225,485.5725,16:35,Crédito,462.45,4.761904762,23.1225,8.6,3,2,tarde,Primavera
Mandalay,Ocasional,Masculino,Acessórios Eletrônicos,28.38,5,7.095,148.995,20:57,Dinheiro,141.9,4.761904762,7.095,9.4,3,6,noite,Primavera
Mandalay,Recorrente,Masculino,Acessórios Eletrônicos,50.45,6,15.135,317.835,15:16,Crédito,302.7,4.761904762,15.135,8.9,2,6,tarde,Inverno
Mandalay,Ocasional,Masculino,Saúde e Beleza,99.16,8,39.664,832.944,17:47,Crédito,793.28,4.761904762,39.664,4.2,1,28,tarde,Inverno
Naypyitaw,Ocasional,Masculino,Acessórios de Moda,60.74,7,21.259,446.439,16:23,Carteira Eletrônica,425.18,4.761904762,21.259,5.0,1,18,tarde,Inverno
Naypyitaw,Recorrente,Feminino,Comidas e Bebidas,47.27,6,14.181,297.801,10:17,Dinheiro,283.62,4.761904762,14.181,8.8,2,5,manhã,Inverno
Naypyitaw,Recorrente,Masculino,Saúde e Beleza,85.6,7,29.96,629.16,13:50,Dinheiro,599.2,4.761904762,29.96,5.3,3,2,tarde,Primavera
Yangon,Recorrente,Masculino,Comidas e Bebidas,35.04,9,15.768,331.128,19:17,Carteira Eletrônica,315.36,4.761904762,15.768,4.6,2,9,noite,Inverno
Naypyitaw,Recorrente,Feminino,Acessórios Eletrônicos,44.84,9,20.178,423.738,14:00,Crédito,403.56,4.761904762,20.178,7.5,1,14,tarde,Inverno
Mandalay,Ocasional,Masculino,Casa e Estilo de Vida,45.97,4,9.194,193.074,12:02,Carteira Eletrônica,183.88,4.761904762,9.194,5.1,2,9,tarde,Inverno
Yangon,Recorrente,Feminino,Saúde e Beleza,27.73,5,6.9325,145.5825,20:21,Crédito,138.65,4.761904762,6.9325,4.2,3,26,noite,Primavera
Yangon,Ocasional,Masculino,Comidas e Bebidas,11.53,7,4.0355,84.7455,17:35,Dinheiro,80.71,4.761904762,4.0355,8.1,1,28,tarde,Inverno
Naypyitaw,Ocasional,Feminino,Saúde e Beleza,58.32,2,5.832,122.472,12:42,Carteira Eletrônica,116.64,4.761904762,5.832,6.0,2,14,tarde,Inverno
Naypyitaw,Recorrente,Feminino,Casa e Estilo de Vida,78.38,4,15.676,329.196,17:56,Dinheiro,313.52,4.761904762,15.676,7.9,3,24,tarde,Primavera
Naypyitaw,Ocasional,Masculino,Saúde e Beleza,84.61,10,42.305,888.405,18:58,Crédito,846.1,4.761904762,42.305,8.8,2,9,noite,Inverno
Mandalay,Ocasional,Feminino,Saúde e Beleza,82.88,5,20.72,435.12,14:08,Crédito,414.4,4.761904762,20.72,6.6,3,24,tarde,Primavera
Yangon,Recorrente,Feminino,Comidas e Bebidas,79.54,2,7.954,167.034,16:30,Carteira Eletrônica,159.08,4.761904762,7.954,6.2,3,27,tarde,Primavera
Mandalay,Ocasional,Feminino,Casa e Estilo de Vida,49.01,10,24.505,514.605,10:44,Crédito,490.1,4.761904762,24.505,4.2,1,27,manhã,Inverno
Mandalay,Recorrente,Feminino,Comidas e Bebidas,29.15,3,4.3725,91.8225,20:29,Crédito,87.45,4.761904762,4.3725,7.3,3,27,noite,Primavera
Naypyitaw,Ocasional,Feminino,Acessórios Eletrônicos,56.13,4,11.226,235.746,11:43,Carteira Eletrônica,224.52,4.761904762,11.226,8.6,1,19,manhã,Inverno
Yangon,Ocasional,Feminino,Casa e Estilo de Vida,93.12,8,37.248,782.208,10:09,Dinheiro,744.96,4.761904762,37.248,6.8,2,7,manhã,Inverno
Yangon,Recorrente,Masculino,Acessórios de Moda,51.34,8,20.536,431.256,10:00,Carteira Eletrônica,410.72,4.761904762,20.536,7.6,1,31,manhã,Inverno
Yangon,Recorrente,Feminino,Comidas e Bebidas,99.6,3,14.94,313.74,18:45,Dinheiro,298.8,4.761904762,14.94,5.8,2,25,noite,Inverno
Naypyitaw,Ocasional,Feminino,Acessórios Eletrônicos,35.49,6,10.647,223.587,12:40,Dinheiro,212.94,4.761904762,10.647,4.1,2,2,tarde,Inverno
Naypyitaw,Recorrente,Masculino,Viagens e Esportes,42.85,1,2.1425,44.9925,15:36,Crédito,42.85,4.761904762,2.1425,9.3,3,14,tarde,Primavera
Yangon,Ocasional,Feminino,Acessórios de Moda,94.67,4,18.934,397.614,12:04,Dinheiro,378.68,4.761904762,18.934,6.8,3,11,tarde,Primavera
Mandalay,Ocasional,Masculino,Casa e Estilo de Vida,68.97,3,10.3455,217.2555,11:26,Carteira Eletrônica,206.91,4.761904762,10.3455,8.7,2,22,manhã,Inverno
Mandalay,Recorrente,Feminino,Acessórios Eletrônicos,26.26,3,3.939,82.719,12:36,Carteira Eletrônica,78.78,4.761904762,3.939,6.3,3,2,tarde,Primavera
Naypyitaw,Recorrente,Feminino,Casa e Estilo de Vida,35.79,9,16.1055,338.2155,15:06,Crédito,322.11,4.761904762,16.1055,5.1,3,10,tarde,Primavera
Mandalay,Ocasional,Feminino,Casa e Estilo de Vida,16.37,6,4.911,103.131,10:58,Dinheiro,98.22,4.761904762,4.911,7.0,2,8,manhã,Inverno
Naypyitaw,Recorrente,Feminino,Casa e Estilo de Vida,12.73,2,1.273,26.733,12:10,Crédito,25.46,4.761904762,1.273,5.2,2,22,tarde,Inverno
Naypyitaw,Ocasional,Feminino,Viagens e Esportes,83.14,7,29.099,611.079,10:31,Crédito,581.98,4.761904762,29.099,6.6,1,10,manhã,Inverno
Naypyitaw,Recorrente,Feminino,Viagens e Esportes,35.22,6,10.566,221.886,13:49,Carteira Eletrônica,211.32,4.761904762,10.566,6.5,3,14,tarde,Primavera
Mandalay,Ocasional,Feminino,Acessórios Eletrônicos,13.78,4,2.756,57.876,11:10,Carteira Eletrônica,55.12,4.761904762,2.756,9.0,1,10,manhã,Inverno
Mandalay,Recorrente,Masculino,Viagens e Esportes,88.31,1,4.4155,92.7255,17:38,Crédito,88.31,4.761904762,4.4155,5.2,2,15,tarde,Inverno
Yangon,Recorrente,Feminino,Saúde e Beleza,39.62,9,17.829,374.409,17:54,Crédito,356.58,4.761904762,17.829,6.8,1,13,tarde,Inverno
Mandalay,Ocasional,Feminino,Acessórios Eletrônicos,88.25,9,39.7125,833.9625,20:51,Crédito,794.25,4.761904762,39.7125,7.6,2,15,noite,Inverno
Mandalay,Ocasional,Masculino,Viagens e Esportes,25.31,2,2.531,53.151,19:26,Carteira Eletrônica,50.62,4.761904762,2.531,7.2,3,2,noite,Primavera
Mandalay,Ocasional,Masculino,Casa e Estilo de Vida,99.92,6,29.976,629.496,13:33,Carteira Eletrônica,599.52,4.761904762,29.976,7.1,3,24,tarde,Primavera
Naypyitaw,Recorrente,Feminino,Acessórios de Moda,83.35,2,8.335,175.035,14:05,Crédito,166.7,4.761904762,8.335,9.5,2,2,tarde,Inverno
Yangon,Ocasional,Feminino,Comidas e Bebidas,74.44,10,37.22,781.62,11:40,Carteira Eletrônica,744.4,4.761904762,37.22,5.1,2,27,manhã,Inverno
Naypyitaw,Ocasional,Masculino,Saúde e Beleza,64.08,7,22.428,470.988,12:27,Carteira Eletrônica,448.56,4.761904762,22.428,7.6,1,20,tarde,Inverno
Mandalay,Ocasional,Feminino,Casa e Estilo de Vida,63.15,6,18.945,397.845,20:24,Carteira Eletrônica,378.9,4.761904762,18.945,9.8,1,3,noite,Inverno
Naypyitaw,Recorrente,Masculino,Casa e Estilo de Vida,85.72,3,12.858,270.018,20:59,Carteira Eletrônica,257.16,4.761904762,12.858,5.1,1,24,noite,Inverno
Naypyitaw,Ocasional,Feminino,Saúde e Beleza,78.89,7,27.6115,579.8415,19:48,Carteira Eletrônica,552.23,4.761904762,27.6115,7.5,1,5,noite,Inverno
Yangon,Ocasional,Feminino,Viagens e Esportes,89.48,5,22.37,469.77,10:18,Dinheiro,447.4,4.761904762,22.37,7.4,3,30,manhã,Primavera
Yangon,Recorrente,Feminino,Saúde e Beleza,92.09,3,13.8135,290.0835,16:27,Dinheiro,276.27,4.761904762,13.8135,4.2,2,17,tarde,Inverno
Naypyitaw,Ocasional,Feminino,Comidas e Bebidas,57.29,6,17.187,360.927,17:04,Carteira Eletrônica,343.74,4.761904762,17.187,5.9,3,21,tarde,Primavera
Yangon,Ocasional,Masculino,Comidas e Bebidas,66.52,4,13.304,279.384,18:14,Carteira Eletrônica,266.08,4.761904762,13.304,6.9,3,2,noite,Primavera
Naypyitaw,Recorrente,Masculino,Acessórios de Moda,99.82,9,44.919,943.299,10:43,Dinheiro,898.38,4.761904762,44.919,6.6,3,27,manhã,Primavera
Yangon,Ocasional,Feminino,Casa e Estilo de Vida,45.68,10,22.84,479.64,19:30,Carteira Eletrônica,456.8,4.761904762,22.84,5.7,1,19,noite,Inverno
Yangon,Ocasional,Masculino,Saúde e Beleza,50.79,5,12.6975,266.6475,14:53,Crédito,253.95,4.761904762,12.6975,5.3,2,19,tarde,Inverno
Yangon,Recorrente,Masculino,Saúde e Beleza,10.08,7,3.528,74.088,20:14,Dinheiro,70.56,4.761904762,3.528,4.2,3,28,noite,Primavera
Yangon,Ocasional,Feminino,Acessórios Eletrônicos,93.88,7,32.858,690.018,11:51,Crédito,657.16,4.761904762,32.858,7.3,1,5,manhã,Inverno
Naypyitaw,Recorrente,Masculino,Acessórios Eletrônicos,84.25,2,8.425,176.925,14:13,Crédito,168.5,4.761904762,8.425,5.3,3,26,tarde,Primavera
Mandalay,Recorrente,Masculino,Acessórios de Moda,53.78,1,2.689,56.469,20:13,Carteira Eletrônica,53.78,4.761904762,2.689,4.7,2,3,noite,Inverno
Naypyitaw,Recorrente,Masculino,Casa e Estilo de Vida,35.81,5,8.9525,188.0025,18:44,Carteira Eletrônica,179.05,4.761904762,8.9525,7.9,2,6,noite,Inverno
Mandalay,Ocasional,Feminino,Comidas e Bebidas,26.43,8,10.572,222.012,14:26,Carteira Eletrônica,211.44,4.761904762,10.572,8.9,2,24,tarde,Inverno
Mandalay,Recorrente,Masculino,Saúde e Beleza,39.91,3,5.9865,125.7165,12:40,Carteira Eletrônica,119.73,4.761904762,5.9865,9.3,2,21,tarde,Inverno
Mandalay,Recorrente,Feminino,Casa e Estilo de Vida,21.9,3,3.285,68.985,18:43,Carteira Eletrônica,65.7,4.761904762,3.285,4.7,1,9,noite,Inverno
Mandalay,Recorrente,Feminino,Comidas e Bebidas,62.85,4,12.57,263.97,13:22,Carteira Eletrônica,251.4,4.761904762,12.57,8.7,2,25,tarde,Inverno
Naypyitaw,Recorrente,Feminino,Comidas e Bebidas,21.04,4,4.208,88.368,13:58,Dinheiro,84.16,4.761904762,4.208,7.6,1,13,tarde,Inverno
Mandalay,Recorrente,Masculino,Casa e Estilo de Vida,65.91,6,19.773,415.233,11:45,Dinheiro,395.46,4.761904762,19.773,5.7,2,9,manhã,Inverno
Yangon,Ocasional,Feminino,Acessórios de Moda,42.57,7,14.8995,312.8895,11:51,Dinheiro,297.99,4.761904762,14.8995,6.8,1,6,manhã,Inverno
Naypyitaw,Recorrente,Masculino,Comidas e Bebidas,50.49,9,22.7205,477.1305,17:16,Dinheiro,454.41,4.761904762,22.7205,5.4,1,10,tarde,Inverno
Mandalay,Ocasional,Masculino,Acessórios Eletrônicos,46.02,6,13.806,289.926,15:55,Dinheiro,276.12,4.761904762,13.806,7.1,2,7,tarde,Inverno
Naypyitaw,Ocasional,Feminino,Casa e Estilo de Vida,15.8,10,7.9,165.9,12:07,Dinheiro,158.0,4.761904762,7.9,7.8,1,9,tarde,Inverno
Yangon,Recorrente,Feminino,Comidas e Bebidas,98.66,9,44.397,932.337,15:07,Dinheiro,887.94,4.761904762,44.397,8.4,2,19,tarde,Inverno
Naypyitaw,Recorrente,Masculino,Acessórios de Moda,91.98,1,4.599,96.579,15:29,Dinheiro,91.98,4.761904762,4.599,9.8,3,18,tarde,Primavera
Yangon,Recorrente,Masculino,Acessórios Eletrônicos,20.89,2,2.089,43.869,18:45,Dinheiro,41.78,4.761904762,2.089,9.8,2,5,noite,Inverno
Yangon,Ocasional,Feminino,Acessórios de Moda,15.5,1,0.775,16.275,15:23,Crédito,15.5,4.761904762,0.775,7.4,3,19,tarde,Primavera
Naypyitaw,Recorrente,Masculino,Acessórios Eletrônicos,96.82,3,14.523,304.983,20:37,Dinheiro,290.46,4.761904762,14.523,6.7,3,30,noite,Primavera
Mandalay,Ocasional,Masculino,Comidas e Bebidas,33.33,2,3.333,69.993,14:41,Crédito,66.66,4.761904762,3.333,6.4,1,26,tarde,Inverno
Mandalay,Ocasional,Feminino,Acessórios Eletrônicos,38.27,2,3.827,80.367,18:18,Crédito,76.54,4.761904762,3.827,5.8,3,2,noite,Primavera
Yangon,Ocasional,Feminino,Casa e Estilo de Vida,33.3,9,14.985,314.685,15:27,Carteira Eletrônica,299.7,4.761904762,14.985,7.2,3,4,tarde,Primavera
